surface,station,airfoil,point,x_m,y_m,z_m
vtail,0,naca0009,28,1.493058,-0.000444,0.000321
vtail,0,naca0009,29,1.492737,-0.00047,0.00034
vtail,0,naca0009,30,1.492405,-0.000496,0.000359
vtail,0,naca0009,31,1.492063,-0.000524,0.000379
vtail,0,naca0009,32,1.491711,-0.000552,0.000399
vtail,0,naca0009,33,1.491348,-0.00058,0.00042
vtail,0,naca0009,34,1.490975,-0.000609,0.000441
vtail,0,naca0009,35,1.490592,-0.000639,0.000463
vtail,0,naca0009,36,1.4902,-0.00067,0.000485
vtail,0,naca0009,37,1.489797,-0.000701,0.000507
vtail,0,naca0009,38,1.489385,-0.000733,0.00053
vtail,0,naca0009,39,1.488963,-0.000765,0.000554
vtail,0,naca0009,40,1.488531,-0.000798,0.000578
vtail,0,naca0009,41,1.488091,-0.000831,0.000602
vtail,0,naca0009,42,1.48764,-0.000865,0.000626
vtail,0,naca0009,43,1.487181,-0.0009,0.000651
vtail,0,naca0009,44,1.486713,-0.000934,0.000676
vtail,0,naca0009,45,1.486235,-0.00097,0.000702
vtail,0,naca0009,46,1.485749,-0.001006,0.000728
vtail,0,naca0009,47,1.485254,-0.001042,0.000754
vtail,0,naca0009,48,1.48475,-0.001078,0.000781
vtail,0,naca0009,49,1.484238,-0.001115,0.000807
vtail,0,naca0009,50,1.483718,-0.001153,0.000835
vtail,0,naca0009,51,1.483189,-0.001191,0.000862
vtail,0,naca0009,52,1.482653,-0.001229,0.000889
vtail,0,naca0009,53,1.482108,-0.001267,0.000917
vtail,0,naca0009,54,1.481556,-0.001305,0.000945
vtail,0,naca0009,55,1.480995,-0.001344,0.000973
vtail,0,naca0009,56,1.480428,-0.001383,0.001002
vtail,0,naca0009,57,1.479853,-0.001423,0.00103
vtail,0,naca0009,58,1.47927,-0.001462,0.001059
vtail,0,naca0009,59,1.478681,-0.001502,0.001087
vtail,0,naca0009,60,1.478085,-0.001542,0.001116
vtail,0,naca0009,61,1.477481,-0.001582,0.001145
vtail,0,naca0009,62,1.476872,-0.001622,0.001174
vtail,0,naca0009,63,1.476255,-0.001662,0.001203
vtail,0,naca0009,64,1.475633,-0.001703,0.001233
vtail,0,naca0009,65,1.475004,-0.001743,0.001262
vtail,0,naca0009,66,1.474369,-0.001784,0.001291
vtail,0,naca0009,67,1.473728,-0.001824,0.001321
vtail,0,naca0009,68,1.473081,-0.001865,0.00135
vtail,0,naca0009,69,1.472429,-0.001905,0.001379
vtail,0,naca0009,70,1.471772,-0.001945,0.001408
vtail,0,naca0009,71,1.471109,-0.001986,0.001438
vtail,0,naca0009,72,1.470441,-0.002026,0.001467
vtail,0,naca0009,73,1.469768,-0.002066,0.001496
vtail,0,naca0009,74,1.469091,-0.002106,0.001525
vtail,0,naca0009,75,1.468409,-0.002146,0.001554
vtail,0,naca0009,76,1.467722,-0.002186,0.001582
vtail,0,naca0009,77,1.467032,-0.002225,0.001611
vtail,0,naca0009,78,1.466337,-0.002265,0.001639
vtail,0,naca0009,79,1.465638,-0.002304,0.001668
vtail,0,naca0009,80,1.464936,-0.002342,0.001696
vtail,0,naca0009,81,1.46423,-0.002381,0.001723
vtail,0,naca0009,82,1.463521,-0.002419,0.001751
vtail,0,naca0009,83,1.462809,-0.002457,0.001778
vtail,0,naca0009,84,1.462093,-0.002494,0.001806
vtail,0,naca0009,85,1.461375,-0.002531,0.001832
vtail,0,naca0009,86,1.460654,-0.002568,0.001859
vtail,0,naca0009,87,1.459931,-0.002604,0.001885
vtail,0,naca0009,88,1.459205,-0.00264,0.001911
vtail,0,naca0009,89,1.458477,-0.002675,0.001937
vtail,0,naca0009,90,1.457748,-0.00271,0.001962
vtail,0,naca0009,91,1.457016,-0.002744,0.001987
vtail,0,naca0009,92,1.456283,-0.002778,0.002011
vtail,0,naca0009,93,1.455549,-0.002811,0.002035
vtail,0,naca0009,94,1.454813,-0.002844,0.002059
vtail,0,naca0009,95,1.454077,-0.002876,0.002082
vtail,0,naca0009,96,1.453339,-0.002907,0.002104
vtail,0,naca0009,97,1.452601,-0.002937,0.002126
vtail,0,naca0009,98,1.451863,-0.002967,0.002148
vtail,0,naca0009,99,1.451124,-0.002996,0.002169
vtail,0,naca0009,100,1.450385,-0.003025,0.00219
vtail,0,naca0009,101,1.449647,-0.003052,0.002209
vtail,0,naca0009,102,1.448908,-0.003079,0.002229
vtail,0,naca0009,103,1.44817,-0.003105,0.002248
vtail,0,naca0009,104,1.447433,-0.00313,0.002266
vtail,0,naca0009,105,1.446696,-0.003154,0.002283
vtail,0,naca0009,106,1.445961,-0.003177,0.0023
vtail,0,naca0009,107,1.445226,-0.003199,0.002316
vtail,0,naca0009,108,1.444493,-0.003221,0.002331
vtail,0,naca0009,109,1.443762,-0.003241,0.002346
vtail,0,naca0009,110,1.443032,-0.00326,0.00236
vtail,0,naca0009,111,1.442304,-0.003279,0.002373
vtail,0,naca0009,112,1.441579,-0.003296,0.002386
vtail,0,naca0009,113,1.440855,-0.003312,0.002398
vtail,0,naca0009,114,1.440135,-0.003327,0.002408
vtail,0,naca0009,115,1.439416,-0.003341,0.002418
vtail,0,naca0009,116,1.438701,-0.003353,0.002428
vtail,0,naca0009,117,1.437989,-0.003365,0.002436
vtail,0,naca0009,118,1.437279,-0.003375,0.002443
vtail,0,naca0009,119,1.436573,-0.003385,0.00245
vtail,0,naca0009,120,1.435871,-0.003392,0.002456
vtail,0,naca0009,121,1.435172,-0.003399,0.002461
vtail,0,naca0009,122,1.434478,-0.003404,0.002464
vtail,0,naca0009,123,1.433787,-0.003409,0.002467
vtail,0,naca0009,124,1.433101,-0.003411,0.002469
vtail,0,naca0009,125,1.432419,-0.003413,0.002471
vtail,0,naca0009,126,1.431741,-0.003413,0.002471
vtail,0,naca0009,127,1.431068,-0.003412,0.00247
vtail,0,naca0009,128,1.430401,-0.003409,0.002468
vtail,0,naca0009,129,1.429738,-0.003405,0.002465
vtail,0,naca0009,130,1.42908,-0.0034,0.002461
vtail,0,naca0009,131,1.428428,-0.003393,0.002456
vtail,0,naca0009,132,1.427782,-0.003385,0.00245
vtail,0,naca0009,133,1.427141,-0.003375,0.002443
vtail,0,naca0009,134,1.426506,-0.003364,0.002435
vtail,0,naca0009,135,1.425877,-0.003352,0.002426
vtail,0,naca0009,136,1.425254,-0.003338,0.002416
vtail,0,naca0009,137,1.424638,-0.003323,0.002405
vtail,0,naca0009,138,1.424028,-0.003306,0.002393
vtail,0,naca0009,139,1.423425,-0.003288,0.00238
vtail,0,naca0009,140,1.422828,-0.003268,0.002366
vtail,0,naca0009,141,1.422239,-0.003247,0.002351
vtail,0,naca0009,142,1.421657,-0.003225,0.002334
vtail,0,naca0009,143,1.421082,-0.003201,0.002317
vtail,0,naca0009,144,1.420514,-0.003175,0.002299
vtail,0,naca0009,145,1.419954,-0.003148,0.002279
vtail,0,naca0009,146,1.419401,-0.00312,0.002259
vtail,0,naca0009,147,1.418857,-0.003091,0.002237
vtail,0,naca0009,148,1.41832,-0.003059,0.002215
vtail,0,naca0009,149,1.417792,-0.003027,0.002191
vtail,0,naca0009,150,1.417271,-0.002993,0.002167
vtail,0,naca0009,151,1.416759,-0.002958,0.002141
vtail,0,naca0009,152,1.416256,-0.002921,0.002115
vtail,0,naca0009,153,1.415761,-0.002883,0.002087
vtail,0,naca0009,154,1.415274,-0.002844,0.002059
vtail,0,naca0009,155,1.414797,-0.002803,0.002029
