surface,station,airfoil,point,x_m,y_m,z_m
vtail,0,naca0009,3,1.63862,-7.3e-05,5.6e-05
vtail,0,naca0009,4,1.63858,-7.6e-05,5.9e-05
vtail,0,naca0009,5,1.638528,-8.1e-05,6.2e-05
vtail,0,naca0009,6,1.638466,-8.6e-05,6.6e-05
vtail,0,naca0009,7,1.638391,-9.2e-05,7.1e-05
vtail,0,naca0009,8,1.638306,-9.9e-05,7.6e-05
vtail,0,naca0009,9,1.638209,-0.000107,8.3e-05
vtail,0,naca0009,10,1.638101,-0.000116,9e-05
vtail,0,naca0009,11,1.637981,-0.000126,9.7e-05
vtail,0,naca0009,12,1.637851,-0.000137,0.000105
vtail,0,naca0009,13,1.637709,-0.000148,0.000114
vtail,0,naca0009,14,1.637555,-0.000161,0.000124
vtail,0,naca0009,15,1.637391,-0.000174,0.000135
vtail,0,naca0009,16,1.637216,-0.000189,0.000146
vtail,0,naca0009,17,1.637029,-0.000204,0.000157
vtail,0,naca0009,18,1.636831,-0.00022,0.00017
vtail,0,naca0009,19,1.636623,-0.000237,0.000183
vtail,0,naca0009,20,1.636403,-0.000255,0.000197
vtail,0,naca0009,21,1.636173,-0.000273,0.000211
vtail,0,naca0009,22,1.635932,-0.000293,0.000226
vtail,0,naca0009,23,1.63568,-0.000313,0.000242
vtail,0,naca0009,24,1.635417,-0.000334,0.000258
vtail,0,naca0009,25,1.635144,-0.000356,0.000274
vtail,0,naca0009,26,1.634861,-0.000378,0.000292
vtail,0,naca0009,27,1.634566,-0.000401,0.00031
vtail,0,naca0009,28,1.634262,-0.000425,0.000328
vtail,0,naca0009,29,1.633947,-0.00045,0.000347
vtail,0,naca0009,30,1.633621,-0.000476,0.000367
vtail,0,naca0009,31,1.633286,-0.000502,0.000387
vtail,0,naca0009,32,1.63294,-0.000528,0.000408
vtail,0,naca0009,33,1.632585,-0.000556,0.000429
vtail,0,naca0009,34,1.632219,-0.000584,0.000451
vtail,0,naca0009,35,1.631844,-0.000612,0.000473
vtail,0,naca0009,36,1.631459,-0.000642,0.000495
vtail,0,naca0009,37,1.631065,-0.000672,0.000518
vtail,0,naca0009,38,1.63066,-0.000702,0.000542
vtail,0,naca0009,39,1.630247,-0.000733,0.000566
vtail,0,naca0009,40,1.629824,-0.000764,0.00059
vtail,0,naca0009,41,1.629392,-0.000796,0.000615
vtail,0,naca0009,42,1.62895,-0.000829,0.00064
vtail,0,naca0009,43,1.6285,-0.000862,0.000665
vtail,0,naca0009,44,1.628041,-0.000895,0.000691
vtail,0,naca0009,45,1.627573,-0.000929,0.000717
vtail,0,naca0009,46,1.627096,-0.000963,0.000744
vtail,0,naca0009,47,1.626611,-0.000998,0.00077
vtail,0,naca0009,48,1.626117,-0.001033,0.000797
vtail,0,naca0009,49,1.625615,-0.001069,0.000825
vtail,0,naca0009,50,1.625105,-0.001104,0.000852
vtail,0,naca0009,51,1.624587,-0.001141,0.00088
vtail,0,naca0009,52,1.624061,-0.001177,0.000908
vtail,0,naca0009,53,1.623527,-0.001214,0.000937
vtail,0,naca0009,54,1.622986,-0.001251,0.000965
vtail,0,naca0009,55,1.622437,-0.001288,0.000994
vtail,0,naca0009,56,1.62188,-0.001325,0.001023
vtail,0,naca0009,57,1.621316,-0.001363,0.001052
vtail,0,naca0009,58,1.620746,-0.001401,0.001081
vtail,0,naca0009,59,1.620168,-0.001439,0.001111
vtail,0,naca0009,60,1.619583,-0.001477,0.00114
vtail,0,naca0009,61,1.618992,-0.001516,0.00117
vtail,0,naca0009,62,1.618394,-0.001554,0.001199
vtail,0,naca0009,63,1.61779,-0.001593,0.001229
vtail,0,naca0009,64,1.617179,-0.001631,0.001259
vtail,0,naca0009,65,1.616563,-0.00167,0.001289
vtail,0,naca0009,66,1.615941,-0.001709,0.001319
vtail,0,naca0009,67,1.615312,-0.001748,0.001349
vtail,0,naca0009,68,1.614679,-0.001786,0.001379
vtail,0,naca0009,69,1.614039,-0.001825,0.001409
vtail,0,naca0009,70,1.613395,-0.001864,0.001438
vtail,0,naca0009,71,1.612745,-0.001902,0.001468
vtail,0,naca0009,72,1.61209,-0.001941,0.001498
vtail,0,naca0009,73,1.611431,-0.001979,0.001528
vtail,0,naca0009,74,1.610767,-0.002018,0.001557
vtail,0,naca0009,75,1.610098,-0.002056,0.001587
vtail,0,naca0009,76,1.609425,-0.002094,0.001616
vtail,0,naca0009,77,1.608748,-0.002132,0.001645
vtail,0,naca0009,78,1.608067,-0.002169,0.001674
vtail,0,naca0009,79,1.607382,-0.002207,0.001703
vtail,0,naca0009,80,1.606694,-0.002244,0.001732
vtail,0,naca0009,81,1.606002,-0.002281,0.00176
vtail,0,naca0009,82,1.605307,-0.002317,0.001789
vtail,0,naca0009,83,1.604608,-0.002354,0.001817
vtail,0,naca0009,84,1.603907,-0.00239,0.001844
vtail,0,naca0009,85,1.603203,-0.002425,0.001872
vtail,0,naca0009,86,1.602496,-0.00246,0.001899
vtail,0,naca0009,87,1.601787,-0.002495,0.001926
vtail,0,naca0009,88,1.601076,-0.002529,0.001952
vtail,0,naca0009,89,1.600362,-0.002563,0.001978
vtail,0,naca0009,90,1.599647,-0.002596,0.002004
vtail,0,naca0009,91,1.59893,-0.002629,0.002029
