surface,control,from_station,to_station,hinge_frac_chord,x_in_m,y_in_m,z_in_m,x_out_m,y_out_m,z_out_m,control_chord_in_m,control_chord_out_m,hinge_length_m,symmetric_pair
vtail,ruddervator,0,1,0.6,1.485607,0.0,0.0,1.489742,0.128653,0.183736,0.047524,0.043389,0.224338,True
