surface,control,from_station,to_station,hinge_frac_chord,x_in_m,y_in_m,z_in_m,x_out_m,y_out_m,z_out_m,control_chord_in_m,control_chord_out_m,hinge_length_m,symmetric_pair
vtail,ruddervator,0,1,0.6,1.395405,0.0,0.0,1.396635,0.126919,0.179154,0.037942,0.036713,0.219559,True
